name,score,document_length,url_count,ac power source,converter,discontinued product,electronic,instrument,power ,safety test,solutions,test,test system
Youngwoo DSP Co Ltd,0.0011297126124255343,3485,10,0,1,0,2,1,0,0,0,33,0
"Ta-I Technology Co., Ltd",0.001124616346737941,5187,8,0,1,0,11,1,15,0,0,3,0
Cosmo Ferrites Ltd,0.0011087388277828366,5786,9,0,0,0,9,1,12,0,0,12,0
Hebei Sailhero Env Prtcn Hightech Co Ltd,0.0010884351801876187,3067,8,0,0,0,0,8,0,0,0,4,0
China Zhenhua (Group) Science & Tech.,0.0010696547872797307,4273,9,0,0,0,36,1,5,0,0,4,0
Comintel Corporation Berhad,0.0010676147363115997,4652,8,0,0,0,28,1,5,0,0,20,0
Baotek Industrial Materials Ltd.,0.0010613637720401153,5176,9,0,1,0,21,0,0,0,0,6,0
"Cohu, Inc.",0.0010426637501721747,2183,9,0,0,0,0,0,13,0,0,72,0
"Yao Sheng Electronic Co., Ltd.",0.0010259462944051704,3314,9,0,0,0,57,0,3,0,0,8,0
Biolog Device Co Ltd,0.0010159332533011477,2167,8,0,0,0,14,1,3,0,0,1,0
Sat Nusapersada Tbk PT,0.0010074316025824187,2545,6,0,0,0,41,1,2,0,0,4,0
Yeebo (International Holdings) Ltd,0.0009964916150772126,4391,13,0,0,0,15,2,6,0,0,4,0
Nanjing Panda Electronics Co Ltd,0.000976073090912468,3148,18,0,0,0,122,2,0,0,0,4,0
Leaguer Stock Co Ltd,0.000971501100476475,3996,8,0,0,0,39,3,2,0,0,3,0
Zhejiang East Crystal Electronic Co Ltd,0.0009517211746267552,2519,8,0,0,0,63,1,0,0,0,5,0
DAISHINKU CORP.,0.0009283105013381492,2041,8,0,0,0,29,0,3,0,0,14,0
Video Display Corporation,0.0009119874737276038,2959,9,0,0,0,10,1,5,0,0,3,0
"Excel Cell Electronic Co., Ltd.",0.000897238810445522,3390,11,0,0,0,39,0,14,0,0,0,0
Feelux Co Ltd,0.0008947019373773575,4052,13,0,0,0,17,0,10,0,0,11,0
"TAITIEN ELECTRONICS CO., LTD.",0.0008746248661750761,2199,10,0,0,0,44,1,1,0,0,3,0
Shengyi Technology Co Ltd,0.0008722236468339703,3124,9,0,0,0,16,1,3,0,0,6,0
"Asia Electronic Material Co., Ltd.",0.0008617302741347824,1856,9,0,0,0,50,1,0,0,0,4,0
Pribornyi zavod Tenzor OAO,0.0008612255249683434,35947,8,0,1,0,78,40,12,0,0,32,2
"FOCI Fiber Optic Communications, Inc.",0.0008458272353857493,2527,9,0,1,0,0,0,0,0,0,6,0
Truly International Holdings Ltd.,0.0008351080787836445,2692,9,0,0,0,33,4,0,0,0,2,0
Dongxu Optoelectronic Technology Co Ltd,0.0008244899135779807,3509,8,0,0,0,78,1,0,0,0,3,0
Pribor AD Koprivshtitsa,0.0008213609478875352,5826,9,0,0,0,3,2,23,0,0,1,0
Invengo Information Technology Co Ltd,0.0008204967756042634,3694,13,0,0,0,5,1,6,0,0,7,0
Samjin LND Co Ltd,0.0008167258844258044,1957,8,0,0,0,1,0,6,0,0,12,0
Rudolph Technologies Inc,0.0008109986781983634,6024,12,0,0,0,7,9,0,0,0,41,0
Fluidigm Corporation,0.0008072818232426511,7590,11,0,0,0,0,12,2,0,0,7,0
Team Precision PCL,0.0007723348311782008,1642,8,0,0,0,27,1,0,0,0,14,0
Nuin Tek Co Ltd,0.0007721057051505926,4105,10,0,0,0,7,1,5,0,0,3,0
"Illumina, Inc.",0.000768627236132221,5065,11,0,0,0,1,10,2,0,0,17,0
"CLOVER HITECHNOLOGY CO., LTD",0.0007541076551447241,3093,11,0,0,0,7,1,5,0,0,2,0
Ipco International Limited,0.0007493611116135325,3102,9,0,0,0,10,0,5,0,0,5,0
Wong's Kong King International Hldgs Ltd,0.000744484497884067,3199,13,0,0,0,39,1,1,0,0,3,0
Shenzhen AOTO Electronics Co Ltd,0.000732829880981082,5930,8,0,0,0,83,1,4,0,0,3,0
"Shenzhen Sed Industry Co., Ltd",0.0007307539991845092,2642,9,0,0,0,32,1,2,0,0,8,0
Fersa Energias Renovables SA,0.000722826356788397,2931,11,0,0,0,0,0,23,0,0,2,0
"Jochu Technology Co., Ltd.",0.0007192895986715174,3080,9,0,0,0,13,5,0,0,0,2,0
ED,0.0007134552451055981,12065,10,0,1,0,4,1,2,0,0,53,0
PSMC Co Ltd,0.0007113657248442851,2508,9,0,0,0,9,3,1,0,0,4,0
"Tianjin Global Magnetic Card Co., Ltd.",0.0007086799632118086,3449,9,0,0,0,18,0,6,0,0,7,0
Micro Base Technology Corp,0.0006667044868899252,4387,13,0,0,0,11,2,3,0,0,3,0
AA Group Holdings Ltd,0.0006649570636429253,3345,8,0,0,0,17,3,0,0,0,6,0
AVIC International Holdings Ltd,0.0006644787556826906,2501,7,0,0,0,19,1,2,0,0,4,0
Daejoo Electronic Materials Co Ltd,0.000654563362322421,2500,9,0,0,0,47,0,2,0,0,4,0
Hwa Woei Laminate Corporation,0.000630827060838726,4749,10,0,1,0,13,0,0,0,0,2,0
"U.I. Display Co., Ltd.",0.0006235316272368068,7008,12,0,0,0,18,1,4,0,0,6,0
Suzhou Anjie Technology Co Ltd,0.0006165719958371862,1778,7,0,0,0,29,1,0,0,0,4,0
Shenzhen Sunshine Lsr& Elcts Tech Co Ltd,0.0006143975460889351,11266,10,0,2,0,81,0,11,0,0,21,0
TMP International Corporation,0.0006042967257654771,2550,9,0,0,0,2,0,14,0,0,0,0
"Amotech Co., Ltd.",0.0005924972533997509,1429,6,0,0,0,7,1,2,0,0,1,0
Dexerials Corp,0.0005702789107261392,3662,10,0,0,0,1,0,14,0,0,4,0
"SHUN ON ELECTRONIC CO., LTD.",0.0005202752727682144,2830,8,0,0,0,49,0,0,0,0,3,0
"Planar Systems, Inc.",0.0005053842540759269,15294,13,0,0,0,23,2,17,0,0,17,0
Data I/O Corporation,0.0005034266848107269,3244,9,0,0,0,25,1,1,0,0,5,0
Chaozhou Three-circle Group Co Ltd,0.0004926580402261914,1995,8,0,0,0,31,1,2,0,0,2,0
Venture Corporation Ltd,0.0004892220144998538,2503,11,0,0,0,22,2,0,0,0,8,0
"WaferGen Bio-systems, Inc.",0.0004747187662895787,4951,10,0,0,0,0,4,1,0,0,5,0
"TPK Holding Co., Ltd.",0.00046653941429157183,3521,8,0,0,0,15,1,1,0,0,3,0
HannStar Display Corp,0.0004600607526113898,2824,12,0,0,0,9,1,1,0,0,3,0
Uniplus Electronics Co Ltd,0.00045962747212609467,3145,12,0,0,0,49,0,0,0,0,4,0
Securitag Assembly Group Co Ltd,0.0004461740984316178,5878,12,0,0,0,6,3,2,0,0,32,0
Korea Computer Inc,0.0004294855116644821,2633,9,0,0,0,13,2,1,0,0,2,0
Forebase International Holdings Ltd,0.0004221266536261348,3421,7,0,0,0,36,1,1,0,0,2,0
"JMT CO.,Ltd.",0.0003862549045542572,1003,6,0,0,0,4,1,0,0,0,1,0
Raygen Co Ltd,0.000374592068583311,3064,9,0,0,0,22,0,1,0,0,4,0
FAVITE Inc.,0.0003501304736085735,6638,14,0,0,0,4,1,3,0,0,14,0
Bonso Electronics International Inc.,0.0003384539448025637,2701,12,0,0,0,81,2,0,0,0,0,0
Zhen Ding Technology Holding Ltd,0.00033570785346757843,2026,4,0,0,0,8,1,0,0,0,3,0
"DAP Co., Ltd.",0.0003337210331541253,2168,9,0,0,0,5,1,0,0,0,6,0
Young Bag Micro Motor Co Ltd,0.00032919112166416084,4958,10,0,0,0,16,1,3,0,0,4,0
Ekf Diagnostics Holding PLC,0.00032196285645171897,5323,10,0,0,0,0,4,0,0,0,93,0
Micro Contact Solution Co Ltd,0.00031043314772017137,2376,9,0,0,0,13,0,1,0,0,13,0
Ichia Technologies Inc.,0.00030813762225629233,4360,14,0,0,0,19,1,0,0,0,5,0
"Join Well Technology Co., Ltd.",0.00030330138916190747,2356,6,0,0,0,15,1,0,0,0,1,0
PZ Cormay SA,0.000300546466234026,4200,10,0,0,0,0,3,0,0,0,16,0
Lingsen Precision Industries Ltd,0.0002866354333620625,2821,8,0,0,0,10,0,2,0,0,25,0
Ohizumi MFG Co Ltd,0.0002778034575512544,1677,8,0,0,0,16,2,0,0,0,2,0
CLEARSIGN COMBUSTION CORP,0.0002739314922020479,6638,12,0,0,0,1,0,6,0,0,27,0
Suntront Technology Co Ltd,0.00027048984013338685,3884,10,0,0,0,9,2,2,0,0,13,0
Unitel High Technology Corporation,0.00026683530908318997,4054,12,0,0,0,17,1,0,0,0,8,0
United Radiant Technology Corp.,0.00026529091562646874,1718,6,0,0,0,3,1,0,0,0,1,0
"Arisawa Mfg. Co., Ltd.",0.00025907376931728193,4173,12,0,0,0,29,1,2,0,0,2,0
Inission AB,0.000258955564937925,4028,12,0,0,0,14,3,0,0,0,2,0
K.S. Terminals Incorporated,0.00025390640080118687,2695,9,0,0,0,6,3,0,0,0,0,0
General Interface Solution Gis Hldg Ltd,0.00025135435924276284,3076,8,0,0,0,5,1,0,0,0,5,0
Ningbo WanHao Holdings Co Ltd,0.0002455764991241373,3352,8,0,0,0,22,2,0,0,0,1,0
Excelpoint Technology Ltd,0.00023212728298723043,3186,11,0,0,0,26,0,1,0,0,2,0
Chung Hwa Picture Tubes LTD.,0.0002267618643430572,5886,13,0,0,0,26,1,0,0,0,3,0
"Shenzhen Zhongheng Huafa Co., Ltd.",0.00022421185963866086,2028,7,0,0,0,19,0,0,0,0,3,0
Zhejiang Firstar Panel Technology Co Ltd,0.0002163931271291878,3009,9,0,0,0,17,1,0,0,0,1,0
Jiangsu Yunyi Electric Co Ltd,0.0002154557605666211,3846,9,0,0,0,14,1,2,0,0,2,0
"C.C.P. Contact Probes Co.,  Ltd.",0.00021062698641871415,3974,11,0,0,0,10,1,0,0,0,108,0
Valoe Oyj,0.00019937042016139996,3500,8,0,0,0,5,0,2,0,0,5,0
MPI Corp,0.0001974696237502559,3485,12,0,0,0,5,0,1,0,0,74,0
"L&F Co., Ltd.",0.0001939427702234842,2312,8,0,0,0,19,0,0,0,0,4,0
"WUS Printed Circuit Co., Ltd.",0.00019284035535329272,3163,9,0,0,0,17,2,0,0,0,2,0
Bio Gate AG,0.00018727588515059595,2377,8,0,0,0,0,2,0,0,0,6,0
Global Brands Manufacture Ltd,0.00018404933108464357,4946,13,0,0,0,33,2,0,0,0,2,0
Shuz Tung Machinery Industrial Co Ltd,0.00016956163153476685,2102,11,0,0,0,17,0,0,0,0,5,0
Sampo Corp,0.00015974734717743552,5911,16,0,0,0,14,1,0,0,0,10,0
Lens Technology Co Ltd,0.00015934864266131438,3332,8,0,0,0,12,2,0,0,0,2,0
Donpon Precision Inc.,0.00015872217479075948,4388,8,0,0,0,15,1,0,0,0,2,0
Dong A Eltek Co Ltd,0.00015756626723562056,3416,8,0,0,0,3,0,1,0,0,23,0
Ross Group plc,0.0001338788904835901,3510,9,0,0,0,16,0,0,0,0,4,0
RIVER ELETEC CORPORATION,0.0001229276981979913,2963,12,0,0,0,15,0,1,0,0,1,0
Kuroda Electric Co Ltd,0.00011427696215678552,2610,7,0,0,0,14,0,0,0,0,4,0
Green Cross Cell Corp,0.00011269663940697217,2080,9,0,0,0,10,0,0,0,0,4,0
"Shin Zu Shing Co., Ltd.",0.00011056748703378075,2157,9,0,0,0,13,0,0,0,0,1,0
JT Corporation,0.00010604750575490945,2058,7,0,0,0,7,0,0,0,0,10,0
High-Tek Harness Enterprise Co Ltd,9.087178120129592e-05,4409,9,0,0,0,14,0,0,0,0,9,0
"Nippon Electric Glass Co., Ltd.",8.751429012208098e-05,3965,11,0,0,0,16,0,2,0,0,2,0
Zen Voce Corp,8.124926507684214e-05,1325,10,0,0,0,5,0,0,0,0,22,0
"Schmitt Industries, Inc.",7.457849631886271e-05,4115,12,0,0,0,2,0,2,0,0,18,0
Nortech Systems Incorporated,5.864517948203669e-05,3175,9,0,0,0,7,0,0,0,0,6,0
CPT Technology (Group) Co Ltd,4.9916016744732934e-05,2705,7,0,0,0,10,0,0,0,0,2,0
"e-Litecom Co., Ltd.",3.400756924760868e-05,2509,8,0,0,0,6,0,0,0,0,2,0
Arad Ltd.,3.219033410051826e-05,2408,8,0,0,0,4,0,0,0,0,5,0
Leeno Industrial Inc,3.195267156966542e-05,2719,11,0,0,0,0,0,0,0,0,67,0
Syncmold Enterprise Corp.,2.7266760489228987e-05,3778,8,0,0,0,4,0,0,0,0,1,0
"DE&T Co., Ltd.",2.458360234799632e-05,3346,13,0,0,0,2,0,0,0,0,28,0
Copartner Technology Corp,2.3304222264182678e-05,1490,10,0,0,0,2,0,0,0,0,32,0
Liyu Technology Co Ltd,1.7217870664555597e-05,3176,8,0,0,0,5,0,0,0,0,2,0
Osung LST Co Ltd,7.482296441481721e-06,2167,9,0,0,0,0,0,0,0,0,12,0
International Isotopes Inc.,4.0530806333080605e-06,3385,10,0,0,0,0,0,0,0,0,11,0
Hermes Microvision Inc,2.072199795412992e-06,2204,10,0,0,0,1,0,0,0,0,0,0
3DX Industries Inc,1.8437431564737143e-06,2908,8,0,0,0,0,0,0,0,0,4,0
UTECHZONE Co Ltd,1.6655889487702834e-06,2316,9,0,0,0,0,0,0,0,0,3,0
Integra Lifesciences Holdings Corp,4.857649312913772e-07,1459,4,0,0,0,0,0,0,0,0,1,0
